INFO - [♥] Lovely 0.8.0
INFO - [♥] Game directory is at "C:\\Program Files (x86)\\Steam\\steamapps\\common\\Balatro"
INFO - [♥] Writing logs to "C:\\Users\\PC\\AppData\\Roaming\\Balatro\\Mods\\lovely\\log"
INFO - [♥] Using mod directory at "C:\\Users\\PC\\AppData\\Roaming\\Balatro\\Mods"
INFO - [♥] Initialization complete in 695ms
INFO - [G] LONG DT @ 136: 0.069043048034704
INFO - [G] LONG DT @ 136: 0.1
INFO - [G] LONG DT @ 136: 0.1
INFO - [G] LONG DT @ 136: 0.1
INFO - [G] LONG DT @ 136: 0.1
INFO - [G] LONG DT @ 137: 0.1
INFO - [G] LONG DT @ 137: 0.1
INFO - [G] LONG DT @ 137: 0.09003546
INFO - [G] LONG DT @ 137: 0.076696367999998
INFO - [G] LONG DT @ 137: 0.0736379944
INFO - [G] LONG DT @ 137: 0.062465835520003
INFO - [G] LONG DT @ 137: 0.051515248416002
INFO - [G] LONG DT @ 137: 0.054385113932266
INFO - [G] LONG DT @ 137: 0.050093871145813
INFO - [G] LONG DT @ 137: 0.1
INFO - [G] LONG DT @ 138: 0.1
INFO - [G] LONG DT @ 138: 0.1
INFO - [G] LONG DT @ 138: 0.081716859999999
INFO - [G] LONG DT @ 138: 0.069694307999997
INFO - [G] LONG DT @ 138: 0.058631826400001
INFO - [G] LONG DT @ 141: 0.05013725472526
INFO - [G] LONG DT @ 141: 0.061983803780204
INFO - [G] LONG DT @ 141: 0.088605643024166
INFO - [G] LONG DT @ 141: 0.1
INFO - [G] LONG DT @ 141: 0.09732998
INFO - [G] LONG DT @ 141: 0.085134283999999
INFO - [G] LONG DT @ 141: 0.073485367199999
INFO - [G] LONG DT @ 141: 0.060077633759998
INFO - [G] LONG DT @ 141: 0.051815047007997
INFO - [G] LONG DT @ 179: 0.057864589475393
INFO - [G] LONG DT @ 179: 0.080600331580314
INFO - [G] LONG DT @ 179: 0.073473805264251
INFO - [G] LONG DT @ 179: 0.064885264211399
INFO - [G] LONG DT @ 179: 0.055623511369118
INFO - [G] LONG DT @ 183: 0.066192458649657
INFO - [G] LONG DT @ 183: 0.077229546919726
INFO - [G] LONG DT @ 183: 0.065792757535781
INFO - [G] LONG DT @ 183: 0.057574826028621
INFO - [G] LONG DT @ 183: 0.050986980822899
INFO - [G] LONG DT @ 439: 0.059459669242819
INFO - [G] LONG DT @ 439: 0.1
INFO - [G] LONG DT @ 439: 0.086305339999994
INFO - [G] LONG DT @ 439: 0.072960211999997
INFO - [G] LONG DT @ 440: 0.0631574096
INFO - [G] LONG DT @ 440: 0.066383107680001
INFO - [G] LONG DT @ 440: 0.059603266143998
INFO - [G] LONG DT @ 440: 0.050162892915196
