INFO - [♥] Lovely 0.8.0
INFO - [♥] Game directory is at "C:\\Program Files (x86)\\Steam\\steamapps\\common\\Balatro"
INFO - [♥] Writing logs to "C:\\Users\\PC\\AppData\\Roaming\\Balatro\\Mods\\lovely\\log"
INFO - [♥] Using mod directory at "C:\\Users\\PC\\AppData\\Roaming\\Balatro\\Mods"
INFO - [♥] Initialization complete in 30ms
INFO - [G] LONG DT @ 1502: 0.057366018786333
INFO - [G] LONG DT @ 1502: 0.067597855029027
INFO - [G] LONG DT @ 1502: 0.061408664023206
INFO - [G] LONG DT @ 1502: 0.053710431218646
INFO - [G] LONG DT @ 3519: 0.062209340557723
INFO - [G] LONG DT @ 3519: 0.052161172446354
INFO - [G] LONG DT @ 12099: 0.06012152683467
INFO - [G] LONG DT @ 12099: 0.052388581467579
INFO - [G] LONG DT @ 13402: 0.06456009738161
INFO - [G] LONG DT @ 13402: 0.091477397905278
INFO - [G] LONG DT @ 13402: 0.078926618324145
INFO - [G] LONG DT @ 13402: 0.066699814659249
INFO - [G] LONG DT @ 13402: 0.056251791727372
INFO - [G] LONG DT @ 13403: 0.05056945338218
INFO - [G] LONG DT @ 16360: 0.07150894210514
INFO - [G] LONG DT @ 16360: 0.079563833684051
INFO - [G] LONG DT @ 16361: 0.081695006947157
INFO - [G] LONG DT @ 16361: 0.071889385557472
INFO - [G] LONG DT @ 16361: 0.064053688445792
INFO - [G] LONG DT @ 16361: 0.055575350757201
