INFO - [♥] Lovely 0.8.0
INFO - [♥] Game directory is at "C:\\Program Files (x86)\\Steam\\steamapps\\common\\Balatro"
INFO - [♥] Writing logs to "C:\\Users\\PC\\AppData\\Roaming\\Balatro\\Mods\\lovely\\log"
INFO - [♥] Using mod directory at "C:\\Users\\PC\\AppData\\Roaming\\Balatro\\Mods"
INFO - [♥] Initialization complete in 79ms
INFO - [G] LONG DT @ 789: 0.053629209784431
INFO - [G] LONG DT @ 2727: 0.059489959001527
INFO - [G] LONG DT @ 2728: 0.1
INFO - [G] LONG DT @ 2728: 0.1
INFO - [G] LONG DT @ 2728: 0.082953119999984
INFO - [G] LONG DT @ 2728: 0.06912671600005
INFO - [G] LONG DT @ 2728: 0.058659292800002
INFO - [G] LONG DT @ 4085: 0.071384943295366
INFO - [G] LONG DT @ 4085: 0.058836374636311
INFO - [G] LONG DT @ 4212: 0.060271918404366
INFO - [G] LONG DT @ 4212: 0.095435494723618
INFO - [G] LONG DT @ 4212: 0.089071875778917
INFO - [G] LONG DT @ 4212: 0.076085040622994
INFO - [G] LONG DT @ 4212: 0.073495692498393
INFO - [G] LONG DT @ 4212: 0.078083333998753
INFO - [G] LONG DT @ 4212: 0.06522472719909
INFO - [G] LONG DT @ 4212: 0.054254821759181
INFO - [G] LONG DT @ 4219: 0.053221982032817
INFO - [G] LONG DT @ 4219: 0.08351674562627
INFO - [G] LONG DT @ 4219: 0.090418916500926
INFO - [G] LONG DT @ 4219: 0.078160093200805
INFO - [G] LONG DT @ 4219: 0.068113034560586
INFO - [G] LONG DT @ 4219: 0.058290907648532
INFO - [G] LONG DT @ 4219: 0.050658026118747
INFO - [G] LONG DT @ 317: 0.050107892138828
INFO - [G] LONG DT @ 2210: 0.054533553214521
INFO - [G] LONG DT @ 2210: 0.056530182571483
INFO - [G] LONG DT @ 2788: 0.1
INFO - [G] LONG DT @ 2788: 0.09237514000004
INFO - [G] LONG DT @ 2788: 0.07972177200007
INFO - [G] LONG DT @ 2788: 0.073014757599946
INFO - [G] LONG DT @ 2788: 0.061134866080019
INFO - [G] LONG DT @ 2788: 0.052283232863927
INFO - [G] LONG DT @ 2789: 0.057749310941958
INFO - [G] LONG DT @ 2789: 0.062608388753676
INFO - [G] LONG DT @ 2789: 0.075517931003005
INFO - [G] LONG DT @ 2789: 0.082079444802286
INFO - [G] LONG DT @ 2789: 0.073103835841911
INFO - [G] LONG DT @ 2789: 0.062334548673396
INFO - [G] LONG DT @ 2789: 0.05216105893874
